Serial Number,Shape Type,X,Y,Width,Height,Rotation,Frame Color,Fill Color,Is Filled
2129,Rectangle,149.99975891489078,183.3268248946547,10.0,10.0,-51.655275611297725,#000000,#80FF00,True
2130,Rectangle,158.8369689048252,175.06411737160795,10.0,10.0,-45.00000000000038,#000000,#80FF00,True
2131,Rectangle,167.050149870263,167.17623797416888,10.0,10.0,-41.20394837351831,#000000,#80FF00,True
2132,Rectangle,174.78661700610223,158.81757260152528,10.0,10.0,-46.72359497313775,#000000,#80FF00,True
2133,Rectangle,184.356210832417,151.6450917192309,10.0,10.0,-39.63306930368354,#000000,#80FF00,True
2134,Rectangle,193.48339780942854,145.45090175464065,10.0,10.0,-35.83976051227452,#000000,#80FF00,True
2135,Rectangle,160.04913943232975,216.68458998365406,10.0,10.0,-158.27639704231578,#000000,#80FF00,True
2136,Rectangle,151.6764600457975,206.59251786239327,10.0,10.0,-152.84033893541587,#000000,#80FF00,True
2137,Rectangle,139.6222167738726,204.342014294475,10.0,10.0,-166.18497465873807,#000000,#80FF00,True
2138,Rectangle,127.47521126033877,203.31392590904022,10.0,10.0,177.0815652792182,#000000,#80FF00,True
2139,Rectangle,115.52048234434511,205.52401050073752,10.0,10.0,161.98530608179456,#000000,#80FF00,True
2140,Rectangle,104.19382837202158,210.7248965910652,10.0,10.0,144.74467162505724,#000000,#80FF00,True
2141,Rectangle,94.86172072100118,218.82730553313615,10.0,10.0,132.2223360570586,#000000,#80FF00,True
2142,Rectangle,87.07331509978644,227.6395565531369,10.0,10.0,131.1785402381376,#000000,#80FF00,True
2143,Rectangle,93.92478998742098,237.62730716004796,10.0,10.0,53.36588612403237,#000000,#80FF00,True
2149,Rectangle,70.9364211435219,223.50329771817337,10.0,10.0,50.123153315961446,#000000,#80FF00,True
2150,Rectangle,76.97058854592728,233.21704241368866,10.0,10.0,45.826814532462635,#000000,#80FF00,True
2151,Rectangle,84.06509577563975,243.19892077595807,10.0,10.0,51.542983404562605,#000000,#80FF00,True
2162,Rectangle,39.324576485394005,127.00243286009606,10.0,10.0,145.78588340208134,#000000,#80FF00,True
2163,Rectangle,30.99325814027685,135.0200278591593,10.0,10.0,136.3168446560465,#000000,#80FF00,True
2164,Rectangle,21.733780393040206,142.6293149638833,10.0,10.0,132.42576011381607,#000000,#80FF00,True
2166,Rectangle,55.73585966857996,119.75920807219347,5.0,10.0,-25.0,#000000,#80FF00,True
2167,Rectangle,48.48764050335046,120.40968927932943,5.0,10.0,-29.0,#000000,#80FF00,True
2168,Rectangle,31.294858601790395,150.30664715566104,5.0,10.0,9.0,#000000,#80FF00,True
2170,Rectangle,36.56880151759992,113.76007450961504,10.0,10.0,134.75048301834445,#000000,#80FF00,True
2171,Rectangle,28.538940343948923,121.28864748086414,10.0,10.0,135.51031602292522,#000000,#80FF00,True
2172,Rectangle,20.56745939821991,128.61816187553927,10.0,10.0,136.50010861194318,#000000,#80FF00,True
2173,Rectangle,12.143985356289534,136.99363631513916,10.0,10.0,129.93683705667485,#000000,#80FF00,True
2174,Rectangle,50.592314309894846,106.8856739052344,5.0,5.0,24.0,#000000,#80FF00,True
2175,Rectangle,48.45501891501982,110.59668796381357,5.0,10.0,-51.0,#000000,#80FF00,True
2176,Rectangle,40.27364414587896,102.73180603199637,5.0,10.0,91.0,#000000,#80FF00,True
2177,Rectangle,60.660233380570844,186.58740931149453,10.0,10.0,-167.6561084159669,#000000,#80FF00,True
2178,Rectangle,49.33694571814743,182.24045536097526,10.0,10.0,-151.94606935100688,#000000,#80FF00,True
2179,Rectangle,39.61503727510291,176.3299839264164,10.0,10.0,-150.382832683822,#000000,#80FF00,True
2180,Rectangle,30.36367388391534,169.37866283325445,10.0,10.0,-147.51897489999595,#000000,#80FF00,True
2181,Rectangle,18.461746726219815,166.8106129050467,10.0,10.0,-156.7481192319793,#000000,#80FF00,True
2182,Rectangle,16.179074424105977,153.16498123099768,10.0,10.0,-149.2655447563373,#000000,#80FF00,True
2183,Rectangle,71.00008732226604,193.01118827223513,10.0,10.0,0.0,#000000,#80FF00,True
2184,Rectangle,59.33075347086634,197.8399878948228,10.0,10.0,-168.1985905136483,#000000,#80FF00,True
2185,Rectangle,48.13376977771435,193.73272649243836,10.0,10.0,-153.3931849664513,#000000,#80FF00,True
2186,Rectangle,37.968369375473856,188.16732405140044,10.0,10.0,-152.3446763283801,#000000,#80FF00,True
2187,Rectangle,27.83759051580006,182.49634878763902,10.0,10.0,-154.03593146176988,#000000,#80FF00,True
2188,Rectangle,17.10536434676976,178.23312139822235,10.0,10.0,-154.68577739407135,#000000,#80FF00,True
2189,Rectangle,7.138762970494952,173.67733377721208,10.0,10.0,-157.04337682651268,#000000,#80FF00,True
100,Triangle,70.38442803955792,203.96523096186343,10.0,10.0,0.0,#000000,#80FF00,True
2190,Rectangle,73.59795116896208,211.5207582445853,5.0,10.0,137.0,#000000,#80FF00,True
2191,Rectangle,0.3585379599251155,24.73355167800662,10.0,10.0,104.71756656805839,#000000,#80FF00,True
2192,Rectangle,-2.682479410894473,35.75992546449663,10.0,10.0,101.84476167961363,#000000,#80FF00,True
2196,Rectangle,-2.9009312605863897,82.74580854729516,10.0,10.0,51.81129921240627,#000000,#80FF00,True
